Intervention,Method,Rank,Node,NodeId,EffectTVD,EffectMeanShift,ReferenceRank,ReferenceEffectTVD,MethodRank,IsDescendantInMethod,Spearman,Kendall,NDCG_at_5
X1,AESL-GA,30,X33,31,2.77555756156289e-17,0,16,2.08682082725176e-09,30,0,0.455570204961926,0.31200781245649,0.92127711543235
X1,hybrid-SLA,1,X25,25,0.63978268649341,0.972452050827239,1,0.610611212066713,1,1,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,2,X26,26,0.000554534592238032,0.000904900246378793,12,6.32754551532777e-08,2,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,3,X4,4,0.00025878776361854,0.000497505425259837,14,2.0781289217231e-08,3,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,4,X7,7,0.0001526897367298,0.000267318940924133,11,1.93876354276368e-07,4,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,5,X16,16,0.000148257066933832,0.000259150018684595,25,2.76306755253586e-13,5,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,6,X13,13,4.39642386139694e-05,8.70835111266288e-05,18,2.97488617073682e-10,6,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,7,X18,18,3.81277017073856e-05,7.45827710502134e-05,23,9.16072773193832e-13,7,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,8,X29,28,1.55088350838883e-05,3.04158818051903e-05,20,6.80324963031609e-11,8,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,9,X23,23,1.17135405680036e-05,2.25552665242823e-05,5,0.0241395742803053,9,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,10,X20,20,1.07955306810903e-05,2.00092580076028e-05,30,0,10,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,11,X24,24,9.74408442733221e-06,1.92817331670092e-05,2,0.0405671837754507,11,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,12,X2,2,7.091101141804e-06,1.40317827410641e-05,6,0.0108630086416883,12,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,13,X3,3,7.06344571238526e-06,1.40443059788442e-05,4,0.0286859336393597,13,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,14,X14,14,6.10090987546164e-06,1.17498211817946e-05,19,1.89280729978591e-10,14,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,15,X22,22,4.15989990096288e-06,7.32928685565071e-06,13,3.09196947489987e-08,15,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,16,X12,12,3.88313101828963e-06,7.22514843198852e-06,15,1.40002664739125e-08,16,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,17,X30,29,3.69565922553328e-06,7.14766367693187e-06,26,5.33184607576231e-14,17,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,18,X5,5,3.59892922296989e-06,7.14849676186624e-06,29,0,18,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,19,X6,6,3.23644661245903e-06,6.19952480063191e-06,3,0.0328748744129432,19,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,20,X15,15,1.86644041219597e-06,3.26383135962338e-06,21,6.49863496349212e-12,20,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,21,X17,17,5.46698837755599e-07,1.03934503004055e-06,24,3.67816888058314e-13,21,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,22,X11,11,6.90364587718761e-09,1.36768312231084e-08,17,2.04126446301522e-09,22,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,23,X21,21,4.24954807454192e-09,5.94282578703087e-09,8,0.000463876998960722,23,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,24,X32,30,1.31752217469305e-09,2.07076977787324e-09,7,0.00169461768999729,24,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,25,X9,9,1.05349889922834e-09,2.05107153483652e-09,10,1.4014527366657e-06,25,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,26,X10,10,6.0125035505898e-10,9.9248032014998e-10,28,5.55111512312578e-17,26,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,27,X28,27,5.82986853236989e-10,9.7142072164047e-10,22,1.5640544415163e-12,27,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,28,X8,8,0,0,9,1.51984855462084e-06,28,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,29,X19,19,0,0,27,1.77635683940025e-15,29,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,hybrid-SLA,30,X33,31,0,0,16,2.08682082725176e-09,30,0,0.180077917661578,0.136259023887283,0.90549945524718
X1,MIGA,1,X25,25,2.16164952319686e-05,2.17452794673001e-05,1,0.610611212066713,1,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,2,X26,26,4.19637487772406e-06,7.02950732800467e-06,12,6.32754551532777e-08,2,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,3,X4,4,1.98432366807499e-06,3.83071164034021e-06,14,2.0781289217231e-08,3,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,4,X16,16,1.23697728379724e-06,2.16756365434279e-06,25,2.76306755253586e-13,4,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,5,X7,7,1.21482248319205e-06,2.13467290111069e-06,11,1.93876354276368e-07,5,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,6,X13,13,3.88656586663982e-07,7.70792506710194e-07,18,2.97488617073682e-10,6,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,7,X10,10,3.31929092045602e-07,1.71240006618945e-07,28,5.55111512312578e-17,7,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,8,X28,27,3.13100031235081e-07,1.64053747697679e-07,22,1.5640544415163e-12,8,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,9,X20,20,2.98437808105012e-07,5.87917376559943e-07,30,0,9,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,10,X3,3,1.73703909478462e-07,3.02722962697288e-07,4,0.0286859336393597,10,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,11,X24,24,1.17092946755326e-07,2.2038872882213e-07,2,0.0405671837754507,11,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,12,X5,5,1.10036413702996e-07,2.06942514235919e-07,29,0,12,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,13,X22,22,1.05636240727014e-07,1.95112737744196e-07,13,3.09196947489987e-08,13,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,14,X23,23,9.64928976998625e-08,1.87999415146578e-07,5,0.0241395742803053,14,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,15,X6,6,9.40223249257244e-08,1.80437643937381e-07,3,0.0328748744129432,15,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,16,X9,9,8.28068929814574e-08,1.40439659457314e-07,10,1.4014527366657e-06,16,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,17,X2,2,5.90736525529767e-08,1.17198511340177e-07,6,0.0108630086416883,17,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,18,X15,15,5.67712789556474e-08,9.92997528648232e-08,21,6.49863496349212e-12,18,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,19,X21,21,5.25887437763384e-08,1.02773648924526e-07,8,0.000463876998960722,19,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,20,X18,18,4.40727942752073e-08,8.41837251019939e-08,23,9.16072773193832e-13,20,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,21,X11,11,3.27335830385689e-08,6.2435237868641e-08,17,2.04126446301522e-09,21,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,22,X30,29,2.40896995684636e-08,4.72758645564397e-08,26,5.33184607576231e-14,22,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,23,X32,30,1.9821154689792e-08,3.87918386302033e-08,7,0.00169461768999729,23,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,24,X17,17,3.59372098746036e-09,6.84739553946656e-09,24,3.67816888058314e-13,24,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,25,X29,28,1.8394699374813e-09,3.55666962548185e-09,20,6.80324963031609e-11,25,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,26,X14,14,7.15698306175128e-10,1.37415145928799e-09,19,1.89280729978591e-10,26,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,27,X12,12,4.51973430903863e-10,8.40553404657385e-10,15,1.40002664739125e-08,27,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,28,X8,8,2.77555756156289e-17,0,9,1.51984855462084e-06,28,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,29,X19,19,2.77555756156289e-17,0,27,1.77635683940025e-15,29,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MIGA,30,X33,31,2.77555756156289e-17,0,16,2.08682082725176e-09,30,0,0.126878137289369,0.103926374151317,0.905499442647571
X1,MAGA,1,X25,25,0.640697367079132,0.974158216521814,1,0.610611212066713,1,1,0.252198122015535,0.191686423434652,0.905499309148644
X1,MAGA,2,X28,27,0.105643368100222,0.16680177429317,22,1.5640544415163e-12,2,1,0.252198122015535,0.191686423434652,0.905499309148644
X1,MAGA,3,X10,10,0.103472570955443,0.16422548646208,28,5.55111512312578e-17,3,1,0.252198122015535,0.191686423434652,0.905499309148644
X1,MAGA,4,X26,26,0.000552695628180777,0.000903232803629805,12,6.32754551532777e-08,4,0,0.252198122015535,0.191686423434652,0.905499309148644
X1,MAGA,5,X4,4,0.000258939083187915,0.000494252345701884,14,2.0781289217231e-08,5,0,0.252198122015535,0.191686423434652,0.905499309148644
X1,MAGA,6,X13,13,0.000146639070346039,0.000258245455143191,18,2.97488617073682e-10,6,0,0.252198122015535,0.191686423434652,0.905499309148644
X1,MAGA,7,X16,16,0.000140821787501522,0.000249276384303609,25,2.76306755253586e-13,7,0,0.252198122015535,0.191686423434652,0.905499309148644
X1,MAGA,8,X7,7,4.4524863648282e-05,8.53888203518061e-05,11,1.93876354276368e-07,8,0,0.252198122015535,0.191686423434652,0.905499309148644
X1,MAGA,9,X24,24,9.15419704553e-06,1.79630321142099e-05,2,0.0405671837754507,9,0,0.252198122015535,0.191686423434652,0.905499309148644
X1,MAGA,10,X23,23,7.19048459299487e-06,1.42303655956688e-05,5,0.0241395742803053,10,0,0.252198122015535,0.191686423434652,0.905499309148644
