Intervention,Method,Rank,Node,NodeId,EffectTVD,EffectMeanShift,ReferenceRank,ReferenceEffectTVD,MethodRank,IsDescendantInMethod,Spearman,Kendall,NDCG_at_5
X1,EKGA-std,6,X32,30,8.57165658119108e-07,1.51588822561166e-06,7,0.00169461768999729,6,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,7,X10,10,8.33807659916808e-07,1.48420866663557e-06,28,5.55111512312578e-17,7,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,8,X28,27,3.79347622037063e-07,7.38654705401132e-07,22,1.5640544415163e-12,8,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,9,X4,4,3.76926769352082e-07,7.41262885739502e-07,14,2.0781289217231e-08,9,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,10,X21,21,3.46240957599386e-07,5.03191966316763e-07,8,0.000463876998960722,10,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,11,X23,23,2.08700430610886e-07,4.08211300984007e-07,5,0.0241395742803053,11,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,12,X24,24,1.9904477028404e-07,3.58560407143216e-07,2,0.0405671837754507,12,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,13,X8,8,1.84967235694611e-07,3.48059991051031e-07,9,1.51984855462084e-06,13,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,14,X3,3,1.54560224036038e-07,2.85291574364521e-07,4,0.0286859336393597,14,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,15,X18,18,5.14349732250174e-08,7.977175697782e-08,23,9.16072773193832e-13,15,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,16,X30,29,5.01728648072408e-08,3.80248299514108e-08,26,5.33184607576231e-14,16,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,17,X2,2,3.8005250807549e-08,6.88329726550307e-08,6,0.0108630086416883,17,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,18,X20,20,1.55414299207735e-08,3.08488679046093e-08,30,0,18,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,19,X22,22,6.67294569600685e-09,1.25852221977141e-08,13,3.09196947489987e-08,19,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,20,X5,5,6.04469846399169e-09,7.81087594603491e-09,29,0,20,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,21,X12,12,5.43791370266611e-09,1.0814023010397e-08,15,1.40002664739125e-08,21,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,22,X17,17,4.44350364836588e-09,7.39371852631621e-09,24,3.67816888058314e-13,22,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,23,X29,28,3.29261065634689e-09,5.5805742249504e-09,20,6.80324963031609e-11,23,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,24,X15,15,2.72410866086759e-09,4.75748795913944e-09,21,6.49863496349212e-12,24,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,25,X14,14,1.15883838636144e-09,2.15909157219585e-09,19,1.89280729978591e-10,25,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,26,X6,6,6.19174683746948e-10,1.13761666753476e-09,3,0.0328748744129432,26,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,27,X11,11,1.88383447730089e-10,8.01985144960327e-11,17,2.04126446301522e-09,27,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,28,X9,9,2.16097140182114e-11,2.9920288469043e-11,10,1.4014527366657e-06,28,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,29,X19,19,0,0,27,1.77635683940025e-15,29,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,EKGA-std,30,X33,31,0,0,16,2.08682082725176e-09,30,0,0.221183800623053,0.131336405529954,0.905499427459456
X1,AESL-GA,1,X24,24,0.101803784911496,0.159053686390707,2,0.0405671837754507,1,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,2,X23,23,0.0828430087766103,0.138357213640046,5,0.0241395742803053,2,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,3,X3,3,0.0648927475637771,0.116011990774855,4,0.0286859336393597,3,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,4,X2,2,0.0457814630758805,0.0871599977612521,6,0.0108630086416883,4,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,5,X21,21,0.0412614309717452,0.0807300856785049,8,0.000463876998960722,5,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,6,X32,30,0.0283308763891401,0.0547747490304551,7,0.00169461768999729,6,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,7,X11,11,0.0180584049948748,0.0331842512146814,17,2.04126446301522e-09,7,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,8,X13,13,0.017240807043626,0.0338754943964634,18,2.97488617073682e-10,8,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,9,X16,16,0.0161235411555901,0.0316235486620995,25,2.76306755253586e-13,9,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,10,X7,7,0.0160165309353303,0.0316770502485197,11,1.93876354276368e-07,10,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,11,X18,18,0.00891280726829338,0.0168277852451664,23,9.16072773193832e-13,11,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,12,X9,9,0.00578438678234375,0.0114899801576218,10,1.4014527366657e-06,12,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,13,X20,20,0.00474660001537988,0.00902856685985642,30,0,13,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,14,X22,22,0.00385928221890741,0.00752929475299435,13,3.09196947489987e-08,14,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,15,X29,28,0.00358922394808048,0.00693238726980394,20,6.80324963031609e-11,15,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,16,X8,8,0.00174443301740251,0.00265937683483086,9,1.51984855462084e-06,16,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,17,X6,6,0.00166298724081332,0.00317228564686189,3,0.0328748744129432,17,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,18,X5,5,0.00160334014624466,0.00315047049881279,29,0,18,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,19,X14,14,0.00139532598104436,0.00267841912779976,19,1.89280729978591e-10,19,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,20,X25,25,0.00126953717483211,0.0019655081650316,1,0.610611212066713,20,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,21,X26,26,0.000407594815601015,0.000742303218218332,12,6.32754551532777e-08,21,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,22,X10,10,0.000305861027198012,0.000349776763638898,28,5.55111512312578e-17,22,1,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,23,X28,27,0.000297713243706643,0.000346391204407936,22,1.5640544415163e-12,23,1,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,24,X4,4,0.000205369720565202,0.000406347684350772,14,2.0781289217231e-08,24,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,25,X12,12,5.31392965571753e-05,5.96347862229507e-05,15,1.40002664739125e-08,25,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,26,X15,15,5.13925480782884e-08,6.18660327411646e-08,21,6.49863496349212e-12,26,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,27,X17,17,0,0,24,3.67816888058314e-13,27,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,28,X19,19,0,0,27,1.77635683940025e-15,28,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,29,X30,29,0,0,26,5.33184607576231e-14,29,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,AESL-GA,30,X33,31,0,0,16,2.08682082725176e-09,30,0,0.511193039954264,0.389346048058449,0.111218093646598
X1,hybrid-SLA,1,X10,10,0.103670702891122,0.160841695743297,28,5.55111512312578e-17,1,1,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,2,X28,27,0.101500624583791,0.158396348962452,22,1.5640544415163e-12,2,1,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,3,X25,25,2.16692476119329e-05,2.18264800013745e-05,1,0.610611212066713,3,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,4,X26,26,4.21361637847895e-06,7.04767743053836e-06,12,6.32754551532777e-08,4,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,5,X4,4,1.98431620596073e-06,3.85845260808537e-06,14,2.0781289217231e-08,5,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,6,X16,16,9.99217218411452e-07,1.96331389679116e-06,25,2.76306755253586e-13,6,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,7,X7,7,9.75445585499335e-07,1.92879962401804e-06,11,1.93876354276368e-07,7,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,8,X13,13,3.89119975824359e-07,7.24983620470354e-07,18,2.97488617073682e-10,8,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,9,X32,30,2.09940203013681e-07,3.71547458133392e-07,7,0.00169461768999729,9,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,10,X18,18,1.61508592111392e-07,3.04335252554466e-07,23,9.16072773193832e-13,10,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,11,X23,23,1.522594378911e-07,2.82236557680449e-07,5,0.0241395742803053,11,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,12,X24,24,1.35922426786061e-07,2.51942237294855e-07,2,0.0405671837754507,12,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,13,X3,3,9.47850698762576e-08,1.83586977620109e-07,4,0.0286859336393597,13,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,14,X22,22,8.31643836574081e-08,1.64826451598543e-07,13,3.09196947489987e-08,14,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,15,X11,11,7.99672278117836e-08,1.55407367863347e-07,17,2.04126446301522e-09,15,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,16,X2,2,7.75750141901455e-08,1.52972030154075e-07,6,0.0108630086416883,16,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,17,X9,9,7.36838061399236e-08,1.14200942036291e-07,10,1.4014527366657e-06,17,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,18,X29,28,6.2507528958422e-08,1.23528346218649e-07,20,6.80324963031609e-11,18,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,19,X21,21,5.39024565815449e-08,1.01030967813998e-07,8,0.000463876998960722,19,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,20,X14,14,2.47354354221407e-08,4.7716157691724e-08,19,1.89280729978591e-10,20,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,21,X12,12,1.58093192148545e-08,2.94232016528895e-08,15,1.40002664739125e-08,21,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,22,X30,29,1.49991588316301e-08,2.89793780083869e-08,26,5.33184607576231e-14,22,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,23,X20,20,8.47071424114887e-09,1.65108415828286e-08,30,0,23,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,24,X5,5,2.93022792141606e-09,5.84293280425641e-09,29,0,24,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,25,X6,6,2.64559996132618e-09,5.07553954420814e-09,3,0.0328748744129432,25,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,26,X17,17,2.21750326434567e-09,4.21508961068184e-09,24,3.67816888058314e-13,26,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,27,X15,15,1.52238971429242e-09,2.63730592919842e-09,21,6.49863496349212e-12,27,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,28,X8,8,0,0,9,1.51984855462084e-06,28,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,29,X19,19,0,0,27,1.77635683940025e-15,29,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,hybrid-SLA,30,X33,31,0,0,16,2.08682082725176e-09,30,0,0.188313866924221,0.136259023887283,0.452749680741927
X1,MIGA,1,X25,25,0.640429068545749,0.973669589289587,1,0.610611212066713,1,1,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,2,X26,26,0.000553376343816775,0.00090410264036489,12,6.32754551532777e-08,2,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,3,X4,4,0.000258485231929562,0.000497051453844044,14,2.0781289217231e-08,3,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,4,X13,13,0.000149397041305094,0.000264846642253458,18,2.97488617073682e-10,4,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,5,X7,7,0.00013824454187239,0.000247945903481872,11,1.93876354276368e-07,5,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,6,X16,16,0.000136426755137337,0.000246718506966337,25,2.76306755253586e-13,6,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,7,X20,20,3.15112118635941e-05,6.2501368049972e-05,30,0,7,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,8,X24,24,2.62372232394947e-05,4.59200477913591e-05,2,0.0405671837754507,8,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,9,X23,23,2.25216333329115e-05,4.04745319178001e-05,5,0.0241395742803053,9,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,10,X3,3,1.77585084429888e-05,3.3425787109298e-05,4,0.0286859336393597,10,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,11,X22,22,1.70236586752581e-05,3.25512996521837e-05,13,3.09196947489987e-08,11,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,12,X2,2,1.2847178543024e-05,2.5015129007544e-05,6,0.0108630086416883,12,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,13,X11,11,1.25373507416371e-05,2.43993218962402e-05,17,2.04126446301522e-09,13,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,14,X5,5,1.10939084591588e-05,2.2047627303845e-05,29,0,14,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,15,X6,6,9.98317190512021e-06,1.91625323013866e-05,3,0.0328748744129432,15,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,16,X21,21,9.92510969638483e-06,1.9646644108029e-05,8,0.000463876998960722,16,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,17,X15,15,5.74049814597299e-06,9.91261118699072e-06,21,6.49863496349212e-12,17,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,18,X32,30,5.5546280870733e-06,1.09189432979662e-05,7,0.00169461768999729,18,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,19,X18,18,5.36933221445546e-06,9.86635879751674e-06,23,9.16072773193832e-13,19,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,20,X9,9,4.35245859392586e-06,8.36600718301383e-06,10,1.4014527366657e-06,20,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,21,X29,28,2.14459672639999e-06,4.05908517886466e-06,20,6.80324963031609e-11,21,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,22,X10,10,2.05027183003414e-06,3.60957433165332e-06,28,5.55111512312578e-17,22,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,23,X28,27,1.99294373806613e-06,3.5362597849975e-06,22,1.5640544415163e-12,23,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,24,X33,31,1.10298029121214e-06,2.07399340634851e-06,16,2.08682082725176e-09,24,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,25,X14,14,8.00482277740766e-07,1.56690634511847e-06,19,1.89280729978591e-10,25,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,26,X12,12,5.30769035694822e-07,9.9003616571558e-07,15,1.40002664739125e-08,26,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,27,X30,29,5.09842461721144e-07,9.55775846911422e-07,26,5.33184607576231e-14,27,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,28,X17,17,7.00732480374278e-08,1.35298960479702e-07,24,3.67816888058314e-13,28,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,29,X8,8,0,0,9,1.51984855462084e-06,29,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MIGA,30,X19,19,0,0,27,1.77635683940025e-15,30,0,0.361815754339119,0.269585253456221,0.90549944283739
X1,MAGA,1,X25,25,0.639886726145289,0.972141924333187,1,0.610611212066713,1,1,0.247911918722918,0.16686259202505,0.90549944283739
X1,MAGA,2,X26,26,0.204826448701468,0.402317782623509,12,6.32754551532777e-08,2,1,0.247911918722918,0.16686259202505,0.90549944283739
X1,MAGA,3,X4,4,0.110518716281844,0.220213587233402,14,2.0781289217231e-08,3,1,0.247911918722918,0.16686259202505,0.90549944283739
X1,MAGA,4,X13,13,0.0877694015905592,0.162537298618425,18,2.97488617073682e-10,4,1,0.247911918722918,0.16686259202505,0.90549944283739
X1,MAGA,5,X7,7,0.0815692937651133,0.151968199921471,11,1.93876354276368e-07,5,1,0.247911918722918,0.16686259202505,0.90549944283739
