Intervention,Method,Rank,Node,NodeId,EffectTVD,EffectMeanShift,ReferenceRank,ReferenceEffectTVD,MethodRank,IsDescendantInMethod,Spearman,Kendall,NDCG_at_5
X1,AdaCSE,1,X25,25,2.1639298373427e-05,2.17846022265711e-05,1,0.610611212066713,1,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,2,X26,26,4.20428638947534e-06,7.04181097610501e-06,12,6.32754551532777e-08,2,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,3,X4,4,1.98784671848196e-06,3.83740339904293e-06,14,2.0781289217231e-08,3,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,4,X13,13,1.14397338207839e-06,2.05813237430519e-06,18,2.97488617073682e-10,4,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,5,X16,16,1.10119425411614e-06,1.98933870509954e-06,25,2.76306755253586e-13,5,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,6,X7,7,3.55871115104156e-07,6.86976016295304e-07,11,1.93876354276368e-07,6,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,7,X23,23,3.49281089773168e-07,6.83068604789838e-07,5,0.0241395742803053,7,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,8,X24,24,3.2547040262898e-07,6.39892233866846e-07,2,0.0405671837754507,8,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,9,X3,3,3.04976987525185e-07,5.98195664780476e-07,4,0.0286859336393597,9,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,10,X2,2,2.13174512708747e-07,4.24533361353951e-07,6,0.0108630086416883,10,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,11,X20,20,1.0433788624753e-07,2.04785628454829e-07,30,0,11,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,12,X21,21,5.36368667258813e-08,1.03668138073942e-07,8,0.000463876998960722,12,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,13,X22,22,4.11152280277438e-08,7.57160876219132e-08,13,3.09196947489987e-08,13,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,14,X32,30,3.66126926554244e-08,7.05660472277714e-08,7,0.00169461768999729,14,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,15,X5,5,3.63460118946168e-08,7.23780804179341e-08,29,0,15,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,16,X6,6,3.27722062265501e-08,6.28859875284604e-08,3,0.0328748744129432,16,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,17,X15,15,1.84687997673016e-08,3.26565632313702e-08,21,6.49863496349212e-12,17,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,18,X9,9,1.23968019183351e-08,2.34922472586163e-08,10,1.4014527366657e-06,18,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,19,X10,10,1.08540382515177e-08,1.92327969106287e-08,28,5.55111512312578e-17,19,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,20,X28,27,1.05532697580735e-08,1.88438473713859e-08,22,1.5640544415163e-12,20,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,21,X18,18,4.22395798893582e-09,8.0863082896343e-09,23,9.16072773193832e-13,21,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,22,X29,28,1.71702738138713e-09,3.3244398345289e-09,20,6.80324963031609e-11,22,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,23,X14,14,6.68761324096323e-10,1.2844103558507e-09,19,1.89280729978591e-10,23,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,24,X12,12,4.22651247333761e-10,7.86058773627474e-10,15,1.40002664739125e-08,24,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,25,X30,29,4.04394379094342e-10,7.83503040224787e-10,26,5.33184607576231e-14,25,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,26,X17,17,5.98826543907194e-11,1.13875575635802e-10,24,3.67816888058314e-13,26,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,27,X11,11,4.66718608205241e-11,8.80366890498863e-11,17,2.04126446301522e-09,27,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,28,X8,8,0,0,9,1.51984855462084e-06,28,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,29,X19,19,0,0,27,1.77635683940025e-15,29,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,AdaCSE,30,X33,31,0,0,16,2.08682082725176e-09,30,0,0.408458564782442,0.260970672868864,0.905499331614724
X1,PSX,1,X25,25,0.64069346804298,0.97424915735865,1,0.610611212066713,1,1,0.351252106390568,0.256351722906583,0.905499442647571
X1,PSX,2,X26,26,0.207745230718072,0.401006265176696,12,6.32754551532777e-08,2,1,0.351252106390568,0.256351722906583,0.905499442647571
X1,PSX,3,X4,4,0.127214711037157,0.250894196262289,14,2.0781289217231e-08,3,1,0.351252106390568,0.256351722906583,0.905499442647571
X1,PSX,4,X16,16,0.000488975533264963,0.000760368844436865,25,2.76306755253586e-13,4,0,0.351252106390568,0.256351722906583,0.905499442647571
X1,PSX,5,X7,7,0.000451066390858512,0.000719219919357084,11,1.93876354276368e-07,5,0,0.351252106390568,0.256351722906583,0.905499442647571
X1,PSX,6,X13,13,0.000439967146125264,0.000709427881978808,18,2.97488617073682e-10,6,0,0.351252106390568,0.256351722906583,0.905499442647571
X1,PSX,7,X18,18,0.000103870133382478,0.000204224993199276,23,9.16072773193832e-13,7,0,0.351252106390568,0.256351722906583,0.905499442647571
X1,PSX,8,X24,24,8.78597359403877e-05,0.000171074608657396,2,0.0405671837754507,8,0,0.351252106390568,0.256351722906583,0.905499442647571
X1,PSX,9,X23,23,7.99043904027852e-05,0.000157509599026273,5,0.0241395742803053,9,0,0.351252106390568,0.256351722906583,0.905499442647571
X1,PSX,10,X2,2,7.64453391383646e-05,0.000147130868339396,6,0.0108630086416883,10,0,0.351252106390568,0.256351722906583,0.905499442647571
