DataSize,Trial,Intervention,Method,Spearman,Kendall,NDCG_at_5,RankingSummaryFile,RankingDetailFile
1499,3,X22,MIGA,0.196929238985314,0.126728110599078,0.056721105743918,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013731.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013731.csv
1499,3,X22,MAGA,0.24633539281954,0.193033133671913,0.111818750363722,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013731.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013731.csv
1499,4,X1,AdaCSE,0.158041188553424,0.122402174000441,0.905499331595409,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013733.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013733.csv
1499,4,X1,PSX,0.457131140563852,0.321321478499968,0.906472522199506,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013733.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013733.csv
1499,4,X1,EKGA-std,0.185135736537606,0.140552995391705,0.905499312747053,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013733.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013733.csv
1499,4,X1,AESL-GA,0.210936735876553,0.152957376022962,0.905499442647571,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013733.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013733.csv
1499,4,X1,hybrid-SLA,0.410016717345644,0.302541222529391,0.905499331614724,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013733.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013733.csv
1499,4,X1,MIGA,0.262349799732977,0.168202764976959,0.905499442647571,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013733.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013733.csv
1499,4,X1,MAGA,0.20224979532831,0.148322304022266,0.905499331425467,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013733.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013733.csv
1499,4,X22,AdaCSE,-0.0360024936779995,-0.0218456958346133,0.426887907368136,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013733.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013733.csv
1499,4,X22,PSX,0.216643173269893,0.172042587817612,0.0575157576877733,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013733.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013733.csv
1499,4,X22,EKGA-std,0.0885625278148643,0.0576036866359447,0.0101027777748538,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013733.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013733.csv
1499,4,X22,AESL-GA,0.302951577966527,0.235011704057908,0.330414458672322,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013733.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013733.csv
1499,4,X22,hybrid-SLA,0.0514190345856916,0.0392610746793866,0.056721105743918,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013733.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013733.csv
1499,4,X22,MIGA,-0.2601246105919,-0.191244239631336,0.069568395182668,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013733.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013733.csv
1499,4,X22,MAGA,-0.280377392055722,-0.224207426732793,0.00508357006691515,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_summary_20260424_013733.csv,E:\GPT projects\BNSL_CSCGA_会议\[result]\20260424\TE_Real_Downstream_Ranking\real_te_downstream_ranking_20260424_013733.csv
